past_operating_revenue_percent,1
past_years_profitable,4
past_trading_since_years,11
past_non_operating_revenue
past_non_operating_revenue_ratio
past_non_operating_revenue_ratio_1y
past_non_operating_revenue_ratio_delta
past_income_tax_to_ebit_ratio,0.08967
past_capital_employed_ltm_history_offset,0,-1,-2,-3,-4,-5
past_capital_employed_ltm_history,1663.6,1711.9,1712.4,1000.3,973.676,938.53976
past_return_on_capital_employed_ltm_history_offset,0,-1,-2,-3,-4,-5
past_return_on_capital_employed_ltm_history,0.11866,0.18599,0.24796,0.20961,0.10636,-0.09931
past_latest_fiscal_year,2025
past_latest_fiscal_quarter,4
past_business_revenue_segments,628.6
past_geographic_revenue_segments,139.2,489.4
past_selling_general_admin_expense,48.4
past_research_development_expense
past_sales_marketing_expense,2.7
past_stock_based_compensation,2.8
past_depreciation_amortization,1.8
past_general_admin_expense,45.7
past_non_operating_expense,71.9
past_last_processed_filing_date,1771977600
past_last_company_filing_date,1777334400
past_last_announced_date,1767983520
past_latest_filing_processed,
value_pe,5.53306
value_pb,0.67254
value_peg,1.46392
value_beta_5y,-0.003
value_beta_5y_unlevered,-0.00225
value_intrinsic_discount,0.88446
value_npv_per_share,12.07356
value_earnings_per_share_growth_1y,0.73275
value_merged_future_earnings_per_share_date,1498780800,1530316800,1561852800
value_merged_future_earnings_per_share,-0.33272,-0.08892,-0.0975
value_intrinsic_value_de,0.47266
value_intrinsic_value_iso,AU
value_intrinsic_value_npv,6009.94663
value_intrinsic_value_reit
value_intrinsic_value_pvtv,4458.64204
value_intrinsic_value_model,"2 Stage Free Cash Flow to Equity"
value_intrinsic_value_pv_5y,1551.30459
value_intrinsic_value_tax_rate,0.3
value_intrinsic_value_asset_based
value_intrinsic_value_levered_beta,0.8
value_intrinsic_value_adr_per_share,1
value_intrinsic_value_npv_per_share,12.07356
value_intrinsic_value_two_stage_fcf_scale,Millions
value_intrinsic_value_two_stage_fcf_fcf_ltm,-302.50286
value_intrinsic_value_two_stage_fcf_fcf_data_date,1703980800,1735603200,1767139200,1798675200,1830211200,1861833600
value_intrinsic_value_two_stage_fcf_fcf_data,-122.81138,247.09026,108.57461,78.43322,207.6053,218.50177
value_intrinsic_value_two_stage_fcf_fcf_count_date,1703980800,1735603200,1767139200,1798675200,1830211200,1861833600
value_intrinsic_value_two_stage_fcf_fcf_count,2,5,2,2,2,2
value_intrinsic_value_two_stage_fcf_first_stage_2026,78.43322,"Analyst x2",73.29933
value_intrinsic_value_two_stage_fcf_first_stage_2027,207.6053,"Analyst x2",181.31695
value_intrinsic_value_two_stage_fcf_first_stage_2028,218.50177,"Analyst x2",178.34253
value_intrinsic_value_two_stage_fcf_first_stage_2029,228.05652,"Est @ 4.37%",173.95721
value_intrinsic_value_two_stage_fcf_first_stage_2030,237.51401,"Est @ 4.15%",169.31256
value_intrinsic_value_two_stage_fcf_first_stage_2031,246.9882,"Est @ 3.99%",164.54175
value_intrinsic_value_two_stage_fcf_first_stage_2032,256.56696,"Est @ 3.88%",159.7352
value_intrinsic_value_two_stage_fcf_first_stage_2033,266.31845,"Est @ 3.80%",154.95342
value_intrinsic_value_two_stage_fcf_first_stage_2034,276.29616,"Est @ 3.75%",150.23625
